Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL,ssd Name,Price
SSD,,Samsung,PM951 NVMe PCIe M.2 256GB,192,120.0,13766,https://ssd.userbenchmark.com/SpeedTest/37673/NVMe-PM951-NVMe-SAMSU,Samsung PM951 NVMe PCIe M.2 256GB,33.99
SSD,PX-AG512M6e,Plextor,M6e PCIe 512GB,193,120.0,150,https://ssd.userbenchmark.com/SpeedTest/14616/PLEXTOR-PX-AG512M6e,Plextor M6e PCIe 512GB,677.77
SSD,ASX6000NP-256GT-C,Adata,XPG SX6000 NVMe PCIe M.2 256GB,194,119.0,8737,https://ssd.userbenchmark.com/SpeedTest/387986/ADATA-SX6000NP,Adata XPG SX6000 NVMe PCIe M.2 256GB,46.99
SSD,SSDPEKKF512G7X1,Intel,Pro 6000p NVMe PCIe M.2 512GB,195,117.0,2171,https://ssd.userbenchmark.com/SpeedTest/289714/INTEL-SSDPEKKF512G7H,Intel Pro 6000p NVMe PCIe M.2 512GB,47.99
SSD,PX-G256M6e,Plextor,M6e  PCIe M.2 256GB,196,117.0,1444,https://ssd.userbenchmark.com/SpeedTest/12059/PLEXTOR-PX-G256M6e,Plextor M6e  PCIe M.2 256GB,25.99
SSD,MZ-77E4T0B,Samsung,870 EVO 4TB,197,117.0,9454,https://ssd.userbenchmark.com/SpeedTest/1465671/Samsung-SSD-870-EVO-4TB,Samsung 870 EVO 4TB,371.15
SSD,PX-128M8SeY,Plextor,M8Se NVMe PCIe M.2 128GB,198,116.0,235,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG,Plextor M8Se NVMe PCIe M.2 128GB,9.99
SSD,PX-128M8SeG,Plextor,M8Se NVMe PCIe M.2 128GB,198,116.0,235,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG,Plextor M8Se NVMe PCIe M.2 128GB,19.99
SSD,PX-128M8SeGN,Plextor,M8Se NVMe PCIe M.2 128GB,198,116.0,235,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG,Plextor M8Se NVMe PCIe M.2 128GB,16.99
SSD,MDNVME80-SBX-1T,MyDigitalSSD,SBX NVMe PCIe M.2 1TB,199,116.0,43,https://ssd.userbenchmark.com/SpeedTest/455228/SBX,MyDigitalSSD SBX NVMe PCIe M.2 1TB,107.34
SSD,SSDPEKKW256G7X1,Intel,600p Series NVMe PCIe M.2 256GB,200,116.0,58154,https://ssd.userbenchmark.com/SpeedTest/169054/INTEL-SSDPEKKW256G7,Intel 600p Series NVMe PCIe M.2 256GB,25.99
SSD,ASX8000NP-128GM-C,Adata,XPG SX8000 NVMe PCIe M.2 128GB,201,115.0,127,https://ssd.userbenchmark.com/SpeedTest/214181/NVMe-ADATA-SX8000NP,Adata XPG SX8000 NVMe PCIe M.2 128GB,46.99
SSD,ASX6000NP-128GT-C,Adata,XPG SX6000 NVMe PCIe M.2 128GB,202,113.0,6819,https://ssd.userbenchmark.com/SpeedTest/391493/ADATA-SX6000NP,Adata XPG SX6000 NVMe PCIe M.2 128GB,46.99
SSD,MZ-77E2T0B,Samsung,870 EVO 2TB,203,113.0,31076,https://ssd.userbenchmark.com/SpeedTest/1463967/Samsung-SSD-870-EVO-2TB,Samsung 870 EVO 2TB,199.99
SSD,MZ-76E4T0B,Samsung,860 Evo 4TB,204,113.0,7241,https://ssd.userbenchmark.com/SpeedTest/440150/Samsung-SSD-860-EVO-4TB,Samsung 860 Evo 4TB,371.15
SSD,MZ-75E4T0B,Samsung,850 Evo 4TB,205,113.0,765,https://ssd.userbenchmark.com/SpeedTest/169156/Samsung-SSD-850-EVO-4TB,Samsung 850 Evo 4TB,72.99
SSD,MZ-76E2T0B,Samsung,860 Evo 2TB,206,113.0,44466,https://ssd.userbenchmark.com/SpeedTest/430706/Samsung-SSD-860-EVO-2TB,Samsung 860 Evo 2TB,235.00
SSD,PX-AG256M6e,Plextor,M6e PCIe 256GB,207,112.0,744,https://ssd.userbenchmark.com/SpeedTest/7265/PLEXTOR-PX-AG256M6e,Plextor M6e PCIe 256GB,21.99
SSD,MZ-77E1T0B,Samsung,870 EVO 1TB,208,112.0,129044,https://ssd.userbenchmark.com/SpeedTest/1445454/Samsung-SSD-870-EVO-1TB,Samsung 870 EVO 1TB,98.99
SSD,MZ-76E1T0B,Samsung,860 Evo 1TB,209,112.0,602853,https://ssd.userbenchmark.com/SpeedTest/423831/Samsung-SSD-860-EVO-1TB,Samsung 860 Evo 1TB,84.99
SSD,MZ-76P1T0B,Samsung,860 Pro 1TB,210,112.0,8179,https://ssd.userbenchmark.com/SpeedTest/434505/Samsung-SSD-860-PRO-1TB,Samsung 860 Pro 1TB,179.99
SSD,MZ-75E500B,Samsung,850 Evo 500GB,211,112.0,695664,https://ssd.userbenchmark.com/Samsung-850-Evo-500GB/Rating/3477,Samsung 850 Evo 500GB,72.99
SSD,MZ-75E2T0B,Samsung,850 Evo 2TB,212,112.0,8527,https://ssd.userbenchmark.com/SpeedTest/32539/Samsung-SSD-850-EVO-2TB,Samsung 850 Evo 2TB,199.99
SSD,MZ-76P4T0B,Samsung,860 Pro 4TB,213,111.0,723,https://ssd.userbenchmark.com/SpeedTest/552119/Samsung-SSD-860-PRO-4TB,Samsung 860 Pro 4TB,999.99
SSD,MZ-75E1T0B,Samsung,850 Evo 1TB,214,110.0,154399,https://ssd.userbenchmark.com/Samsung-850-Evo-1TB/Rating/3576,Samsung 850 Evo 1TB,84.99
SSD,CSSD-F240GBMP300,Corsair,Force MP300 NVMe PCIe M.2 240GB,215,110.0,3686,https://ssd.userbenchmark.com/SpeedTest/538791/NVMe-Force-MP300,Corsair Force MP300 NVMe PCIe M.2 240GB,32.95
SSD,MKNP44SC240GB,Mushkin,Scorpion Deluxe PCIe 240GB,216,110.0,50,https://ssd.userbenchmark.com/SpeedTest/18266/Mushkin-Scorpion-Deluxe,Mushkin Scorpion Deluxe PCIe 240GB,58.99
SSD,MDNVME80-SBX-0256,MyDigitalSSD,SBX NVMe PCIe M.2 256GB,217,110.0,286,https://ssd.userbenchmark.com/SpeedTest/456332/SBX,MyDigitalSSD SBX NVMe PCIe M.2 256GB,21.99
SSD,ASX7000NP-256GT-C,Adata,XPG SX7000 NVMe PCIe M.2 256GB,218,110.0,2200,https://ssd.userbenchmark.com/SpeedTest/304438/NVMe-ADATA-SX7000NP,Adata XPG SX7000 NVMe PCIe M.2 256GB,46.99
SSD,PX-G128M6e,Plextor,M6e PCIe M.2 128GB,219,110.0,585,https://ssd.userbenchmark.com/SpeedTest/15095/PLEXTOR-PX-G128M6e,Plextor M6e PCIe M.2 128GB,16.99
SSD,MZ-76P512B,Samsung,860 Pro 512GB,220,110.0,16934,https://ssd.userbenchmark.com/SpeedTest/431483/Samsung-SSD-860-PRO-512GB,Samsung 860 Pro 512GB,284.99
SSD,MZHPU128HCGM,Samsung,XP941 PCIe M.2 128GB,221,110.0,740,https://ssd.userbenchmark.com/SpeedTest/6251/SAMSUNG-MZHPU128HCGM-00000,Samsung XP941 PCIe M.2 128GB,99.98
SSD,MZ-76P256BW,Samsung,860 Pro 256GB,222,109.0,12565,https://ssd.userbenchmark.com/Samsung-860-Pro-256GB/Rating/3950,Samsung 860 Pro 256GB,255.00
SSD,,Toshiba, THNSN5256GPUK NVMe PCIe M.2 256GB,223,109.0,23829,https://ssd.userbenchmark.com/SpeedTest/202063/THNSN5256GPUK-TOSHIBA,Toshiba  THNSN5256GPUK NVMe PCIe M.2 256GB,25.99
SSD,SA1000M8/240G,Kingston,A1000 NVMe PCIe M.2 240GB,224,108.0,30265,https://ssd.userbenchmark.com/SpeedTest/497453/KINGSTON-SA1000M8240G,Kingston A1000 NVMe PCIe M.2 240GB,31.99
SSD,MZ-7KE2T0BW,Samsung,850 Pro 2TB,225,108.0,2669,https://ssd.userbenchmark.com/SpeedTest/38860/Samsung-SSD-850-PRO-2TB,Samsung 850 Pro 2TB,72.99
SSD,CT2000MX500SSD1,Crucial,MX500 2TB,226,108.0,44787,https://ssd.userbenchmark.com/SpeedTest/421719/CT2000MX500SSD1,Crucial MX500 2TB,264.99
SSD,SSDSC2KW512G8,Intel,545s Series 512GB,227,107.0,12034,https://ssd.userbenchmark.com/SpeedTest/302752/INTEL-SSDSC2KW512G8,Intel 545s Series 512GB,182.13
SSD,ASU800SS-2TT-C,Adata,Ultimate SU800 2TB,228,106.0,2601,https://ssd.userbenchmark.com/SpeedTest/584479/ADATA-SU800,Adata Ultimate SU800 2TB,143.99
SSD,CT1000MX500SSD1,Crucial,MX500 1TB,229,106.0,202785,https://ssd.userbenchmark.com/SpeedTest/406099/CT1000MX500SSD1,Crucial MX500 1TB,264.99
SSD,,Samsung,MZFLV512 NVMe PCIe M.2 512GB,230,106.0,1374,https://ssd.userbenchmark.com/SpeedTest/36829/NVMe-SAMSUNG-MZFLV512,Samsung MZFLV512 NVMe PCIe M.2 512GB,55.00
SSD,CT500MX500SSD1,Crucial,MX500 500GB,231,106.0,237241,https://ssd.userbenchmark.com/SpeedTest/418385/CT500MX500SSD1,Crucial MX500 500GB,55.99
SSD,TS256GMTE820,Transcend,MTE820 NVMe PCIe M.2 256GB,232,106.0,163,https://ssd.userbenchmark.com/SpeedTest/437614/TS256GMTE820,Transcend MTE820 NVMe PCIe M.2 256GB,22.09
SSD,MZ-76E500B,Samsung,860 Evo 500GB,233,105.0,762998,https://ssd.userbenchmark.com/SpeedTest/428560/Samsung-SSD-860-EVO-500GB,Samsung 860 Evo 500GB,109.00
SSD,MZ-77Q4T0BW,Samsung,870 QVO 4TB,234,105.0,10028,https://ssd.userbenchmark.com/SpeedTest/1243154/Samsung-SSD-870-QVO-4TB,Samsung 870 QVO 4TB,319.00
SSD,MZ-77Q4T0B/AM,Samsung,870 QVO 4TB,234,105.0,10028,https://ssd.userbenchmark.com/SpeedTest/1243154/Samsung-SSD-870-QVO-4TB,Samsung 870 QVO 4TB,319.00
SSD,MZ-7TE1T0BW,Samsung,840 Evo 1TB,235,105.0,23857,https://ssd.userbenchmark.com/SpeedTest/1436/Samsung-SSD-840-EVO,Samsung 840 Evo 1TB,98.99
SSD,MZ-77Q8T0BW,Samsung,870 QVO 8TB,236,105.0,3612,https://ssd.userbenchmark.com/SpeedTest/1280660/Samsung-SSD-870-QVO-8TB,Samsung 870 QVO 8TB,615.25
SSD,MZ-77Q8T0B/AM,Samsung,870 QVO 8TB,236,105.0,3612,https://ssd.userbenchmark.com/SpeedTest/1280660/Samsung-SSD-870-QVO-8TB,Samsung 870 QVO 8TB,615.25
SSD,MZ-7KE1T0BW,Samsung,850 Pro 1TB,237,105.0,25365,https://ssd.userbenchmark.com/Samsung-850-Pro-1TB/Rating/3577,Samsung 850 Pro 1TB,204.99
SSD,GP-GSM2NE8256GNTD,Gigabyte,NVMe PCIe M.2 256GB,238,104.0,3894,https://ssd.userbenchmark.com/SpeedTest/599447/GIGABYTE-GP-GSM2NE8256GNTD,Gigabyte NVMe PCIe M.2 256GB,25.99
SSD,SSDPEKKF256G7X1,Intel,Pro 6000p NVMe PCIe M.2 256GB,239,104.0,11104,https://ssd.userbenchmark.com/SpeedTest/304420/INTEL-SSDPEKKF256G7H,Intel Pro 6000p NVMe PCIe M.2 256GB,25.99
SSD,ASU800SS-1TT-C,Adata,Ultimate SU800 1TB,240,104.0,26139,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-1TB/Rating/3914,Adata Ultimate SU800 1TB,143.99
SSD,MZ-7TE750BW,Samsung,840 Evo 750GB,241,104.0,3724,https://ssd.userbenchmark.com/SpeedTest/2175/Samsung-SSD-840-EVO-750GB,Samsung 840 Evo 750GB,72.99
SSD,ASU800SS-512GT-C,Adata,Ultimate SU800 512GB,242,104.0,31280,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-512GB/Rating/3913,Adata Ultimate SU800 512GB,143.99
SSD,MZ-77E500B,Samsung,870 EVO 500GB,243,104.0,60851,https://ssd.userbenchmark.com/SpeedTest/972228/Samsung-SSD-870-EVO-500GB,Samsung 870 EVO 500GB,68.00
SSD,MZ-76E250B,Samsung,860 Evo 250GB,244,104.0,296814,https://ssd.userbenchmark.com/Samsung-860-Evo-250GB/Rating/3949,Samsung 860 Evo 250GB,14.99
SSD,MZ-75E250B,Samsung,850 Evo 250GB,245,103.0,951591,https://ssd.userbenchmark.com/Samsung-850-Evo-250GB/Rating/2977,Samsung 850 Evo 250GB,89.00
SSD,MZ-7TE500BW,Samsung,840 Evo 500GB,246,103.0,68337,https://ssd.userbenchmark.com/SpeedTest/1519/Samsung-SSD-840-EVO-500GB,Samsung 840 Evo 500GB,68.00
SSD,MZ-750500BW,Samsung,750 EVO 500GB,247,103.0,31052,https://ssd.userbenchmark.com/SpeedTest/143302/Samsung-SSD-750-EVO-500GB,Samsung 750 EVO 500GB,97.18
SSD,CT480BX300SSD1,Crucial,BX300 480GB,248,102.0,2932,https://ssd.userbenchmark.com/Crucial-BX300-480GB/Rating/3947,Crucial BX300 480GB,72.99
SSD,MZ-77Q2T0BW,Samsung,870 QVO 2TB,249,102.0,41734,https://ssd.userbenchmark.com/SpeedTest/1260265/Samsung-SSD-870-QVO-2TB,Samsung 870 QVO 2TB,169.99
SSD,MZ-77Q2T0B/AM,Samsung,870 QVO 2TB,249,102.0,41734,https://ssd.userbenchmark.com/SpeedTest/1260265/Samsung-SSD-870-QVO-2TB,Samsung 870 QVO 2TB,72.99
SSD,MZ-7KE256BW,Samsung,850 Pro 256GB,250,102.0,141929,https://ssd.userbenchmark.com/Samsung-850-Pro-256GB/Rating/2385,Samsung 850 Pro 256GB,130.00
SSD,MZ-7KE512BW,Samsung,850 Pro 512GB,251,102.0,68849,https://ssd.userbenchmark.com/Samsung-850-Pro-512GB/Rating/3478,Samsung 850 Pro 512GB,72.99
SSD,MZ-76Q4T0BW,Samsung,860 QVO 4TB,252,102.0,3023,https://ssd.userbenchmark.com/SpeedTest/743794/Samsung-SSD-860-QVO-4TB,Samsung 860 QVO 4TB,319.00
SSD,MZ-76Q4T0B/AM,Samsung,860 QVO 4TB,252,102.0,3023,https://ssd.userbenchmark.com/SpeedTest/743794/Samsung-SSD-860-QVO-4TB,Samsung 860 QVO 4TB,319.00
SSD,MZ-77E250B,Samsung,870 Evo 250GB,253,101.0,14082,https://ssd.userbenchmark.com/Samsung-870-Evo-250GB/Rating/4094,Samsung 870 Evo 250GB,44.39
SSD,CT250MX500SSD1,Crucial,MX500 250GB,254,101.0,77177,https://ssd.userbenchmark.com/Crucial-MX500-250GB/Rating/3951,Crucial MX500 250GB,47.97
SSD,2AP99AA#ABL,HP,S700 Pro 512GB,255,100.0,1249,https://ssd.userbenchmark.com/SpeedTest/370902/HP-SSD-S700-Pro,HP S700 Pro 512GB,99.65
SSD,MZ-MTE1T0BW,Samsung,840 Evo mSATA 1TB,256,100.0,613,https://ssd.userbenchmark.com/SpeedTest/10394/Samsung-SSD-840-EVO-1TB-mSATA,Samsung 840 Evo mSATA 1TB,72.99
SSD,CSSD-F120GBMP300,Corsair,Force MP300 NVMe PCIe M.2 120GB,257,99.9,4196,https://ssd.userbenchmark.com/SpeedTest/534036/NVMe-Force-MP300,Corsair Force MP300 NVMe PCIe M.2 120GB,32.95
SSD,WDS100T2B0A,WD,Blue 3D 1TB,258,99.8,16039,https://ssd.userbenchmark.com/SpeedTest/352978/WDC-WDS100T2B0A-00SM50,WD Blue 3D 1TB,70.99
SSD,CT4000MX500SSD1,Crucial,MX500 4TB,259,99.7,1824,https://ssd.userbenchmark.com/SpeedTest/1674512/CT4000MX500SSD1,Crucial MX500 4TB,264.99
SSD,SDSSDH3-2T00-G25,SanDisk,Ultra 3D 2TB,260,99.7,5895,https://ssd.userbenchmark.com/SpeedTest/351750/SanDisk-SDSSDH32000G,SanDisk Ultra 3D 2TB,171.51
SSD,SDSSDH3-500G-G25,SanDisk,Ultra 3D 500GB,261,99.1,13482,https://ssd.userbenchmark.com/SpeedTest/322712/SanDisk-SDSSDH3500G,SanDisk Ultra 3D 500GB,54.99
SSD,MZ-7KE128BW,Samsung,850 Pro 128GB,262,98.7,18195,https://ssd.userbenchmark.com/Samsung-850-Pro-128GB/Rating/3483,Samsung 850 Pro 128GB,38.50
SSD,CT500MX200SSD4,Crucial,MX200 SATA M.2 500GB,263,98.5,1264,https://ssd.userbenchmark.com/SpeedTest/23836/Crucial-CT500MX200SSD4,Crucial MX200 SATA M.2 500GB,45.59
SSD,SDSSDH3-1T00-G25,SanDisk,Ultra 3D 1TB,264,98.5,5838,https://ssd.userbenchmark.com/SpeedTest/316514/SanDisk-SDSSDH31000G,SanDisk Ultra 3D 1TB,72.99
SSD,WDS100T2B0B,WD,Blue 3D SATA M.2 1TB,265,98.0,9497,https://ssd.userbenchmark.com/SpeedTest/342470/WDC-WDS100T2B0B-00YS70,WD Blue 3D SATA M.2 1TB,107.34
SSD,SSDPEKKF360G7X1,Intel,Pro 6000p NVMe PCIe M.2 360GB,266,97.9,1041,https://ssd.userbenchmark.com/SpeedTest/296966/INTEL-SSDPEKKF360G7H,Intel Pro 6000p NVMe PCIe M.2 360GB,179.99
SSD,MZ-76Q2T0BW,Samsung,860 QVO 2TB,267,97.9,28979,https://ssd.userbenchmark.com/SpeedTest/719017/Samsung-SSD-860-QVO-2TB,Samsung 860 QVO 2TB,199.99
SSD,MZ-76Q2T0B/AM,Samsung,860 QVO 2TB,267,97.9,28979,https://ssd.userbenchmark.com/SpeedTest/719017/Samsung-SSD-860-QVO-2TB,Samsung 860 QVO 2TB,199.99
SSD,SSDPEKKW128G7X1,Intel,600p Series NVMe PCIe M.2 128GB,268,97.5,11843,https://ssd.userbenchmark.com/SpeedTest/170119/INTEL-SSDPEKKW128G7,Intel 600p Series NVMe PCIe M.2 128GB,75.00
SSD,VTR180-25SAT3-960G,Toshiba,OCZ VT180 960GB,269,97.1,91,https://ssd.userbenchmark.com/SpeedTest/171904/TOSHIBA-VT180,Toshiba OCZ VT180 960GB,345.00
SSD,WDS200T2B0A,WD,Blue 3D 2TB,270,96.9,1834,https://ssd.userbenchmark.com/SpeedTest/373739/WDC-WDS200T2B0A-00SM50,WD Blue 3D 2TB,134.44
SSD,WDS500G2B0B,WD,Blue 3D SATA M.2 500GB,271,96.8,27087,https://ssd.userbenchmark.com/SpeedTest/325788/WDC-WDS500G2B0B-00YS70,WD Blue 3D SATA M.2 500GB,99.00
SSD,WDS500G2B0A,WD,Blue 3D 500GB,272,96.7,43442,https://ssd.userbenchmark.com/SpeedTest/337874/WDC-WDS500G2B0A-00SM50,WD Blue 3D 500GB,34.99
SSD,MZ-7PD512BW,Samsung,840 Pro 512GB,273,96.3,14996,https://ssd.userbenchmark.com/SpeedTest/2708/Samsung-SSD-840-PRO-Series,Samsung 840 Pro 512GB,88.99
SSD,2LU81AA#ABL,HP,S700 Pro 1TB,274,96.2,84,https://ssd.userbenchmark.com/SpeedTest/387205/HP-SSD-S700-Pro-1TB,HP S700 Pro 1TB,679.99
SSD,MZ-75E120B,Samsung,850 Evo 120GB,275,96.0,69224,https://ssd.userbenchmark.com/Samsung-850-Evo-120GB/Rating/3484,Samsung 850 Evo 120GB,100.00
SSD,CT250MX200SSD4,Crucial,MX200 SATA M.2 250GB,276,96.0,2162,https://ssd.userbenchmark.com/SpeedTest/23955/Crucial-CT250MX200SSD4,Crucial MX200 SATA M.2 250GB,47.97
SSD,SSDSC2BP480G410,Intel,730 Series 480GB,277,95.9,5159,https://ssd.userbenchmark.com/Intel-730-Series-480GB/Rating/3479,Intel 730 Series 480GB,132.50
SSD,MZ-7TE250BW,Samsung,840 Evo 250GB,278,95.9,217115,https://ssd.userbenchmark.com/Samsung-840-Evo-250GB/Rating/1594,Samsung 840 Evo 250GB,62.49
SSD,SSDSC2KW256G8,Intel,545s Series 256GB,279,95.5,17432,https://ssd.userbenchmark.com/SpeedTest/299881/INTEL-SSDSC2KW256G8,Intel 545s Series 256GB,37.50
SSD,VTR150-25SAT3-480G,OCZ,Vector 150 480GB,280,95.2,381,https://ssd.userbenchmark.com/SpeedTest/7037/OCZ-VECTOR150,OCZ Vector 150 480GB,265.00
SSD,MZ-7PD256BW,Samsung,840 Pro 256GB,281,95.0,73119,https://ssd.userbenchmark.com/Samsung-840-Pro-256GB/Rating/1408,Samsung 840 Pro 256GB,130.00
SSD,CT250MX200SSD1,Crucial,MX200 250GB,282,94.8,26364,https://ssd.userbenchmark.com/Crucial-MX200-250GB/Rating/3196,Crucial MX200 250GB,72.99
SSD,MZ-MTE500BW,Samsung,840 Evo mSATA 500GB,283,94.7,727,https://ssd.userbenchmark.com/SpeedTest/10255/Samsung-SSD-840-EVO-500GB-mSATA,Samsung 840 Evo mSATA 500GB,72.99
SSD,MZ-77Q1T0BW,Samsung,870 QVO 1TB,284,94.6,80665,https://ssd.userbenchmark.com/SpeedTest/1218310/Samsung-SSD-870-QVO-1TB,Samsung 870 QVO 1TB,104.99
SSD,MZ-77Q1T0B/AM,Samsung,870 QVO 1TB,284,94.6,80665,https://ssd.userbenchmark.com/SpeedTest/1218310/Samsung-SSD-870-QVO-1TB,Samsung 870 QVO 1TB,104.99
SSD,CT240BX300SSD1,Crucial,BX300 240GB,285,94.5,7269,https://ssd.userbenchmark.com/Crucial-BX300-240GB/Rating/3946,Crucial BX300 240GB,167.00
SSD,MZ-750250BW,Samsung,750 EVO 250GB,286,94.4,75831,https://ssd.userbenchmark.com/SpeedTest/71929/Samsung-SSD-750-EVO-250GB,Samsung 750 EVO 250GB,62.49
SSD,MKNP44SC480GB,Mushkin,Scorpion Deluxe PCIe 480GB,287,94.1,113,https://ssd.userbenchmark.com/SpeedTest/11924/Mushkin-Scorpion-Deluxe,Mushkin Scorpion Deluxe PCIe 480GB,58.99
SSD,PX-256M6Pro,Plextor,M6 Pro 256GB,288,94.1,927,https://ssd.userbenchmark.com/SpeedTest/14560/PLEXTOR-PX-256M6Pro,Plextor M6 Pro 256GB,174.44
SSD,VTR1-25SAT3-512G,OCZ,Vector 512GB,289,93.9,345,https://ssd.userbenchmark.com/SpeedTest/1810/OCZ-VECTOR,OCZ Vector 512GB,399.95
SSD,VTR180-25SAT3-240G,Toshiba,OCZ VT180 240GB,290,93.9,147,https://ssd.userbenchmark.com/SpeedTest/171243/TOSHIBA-VT180,Toshiba OCZ VT180 240GB,345.00
SSD,CT1000BX100SSD1,Crucial,BX100 1TB,291,93.8,1367,https://ssd.userbenchmark.com/SpeedTest/22670/CT1000BX100SSD1,Crucial BX100 1TB,72.99
SSD,PX-512M6Pro,Plextor,M6 Pro 512GB,292,93.8,208,https://ssd.userbenchmark.com/SpeedTest/15117/PLEXTOR-PX-512M6Pro,Plextor M6 Pro 512GB,677.77
SSD,SDSSDXPS-960G-G25,SanDisk,Extreme Pro 960GB,293,93.6,2857,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-960GB/Rating/3581,SanDisk Extreme Pro 960GB,299.99
SSD,CSSD-N960GBXT,Corsair,Neutron XT 960GB,294,93.4,202,https://ssd.userbenchmark.com/SpeedTest/23267/Corsair-Neutron-XT-SSD,Corsair Neutron XT 960GB,49.99
SSD,MDNVME80-SBX-0128,MyDigitalSSD,SBX NVMe PCIe M.2 128GB,295,93.3,119,https://ssd.userbenchmark.com/SpeedTest/431053/SBX,MyDigitalSSD SBX NVMe PCIe M.2 128GB,129.99
SSD,SDSSDXPS-480G-G25,SanDisk,Extreme Pro 480GB,296,93.2,9250,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-480GB/Rating/3476,SanDisk Extreme Pro 480GB,199.99
SSD,RVD3X2-FHPX4-480G,OCZ,RevoDrive 3 X2 PCIe 480GB,297,93.1,269,https://ssd.userbenchmark.com/SpeedTest/8804/OCZ-REVODRIVE3-X2,OCZ RevoDrive 3 X2 PCIe 480GB,160.84
SSD,PX-512M6V,Plextor,M6V 512GB,298,92.9,53,https://ssd.userbenchmark.com/SpeedTest/31388/PLEXTOR-PX-512M6V,Plextor M6V 512GB,677.77
SSD,SSD7CS1311-960-RB,PNY,CS1311 960GB,299,92.7,1486,https://ssd.userbenchmark.com/PNY-CS1311-960GB/Rating/3617,PNY CS1311 960GB,55.00
SSD,MZ-750120BW,Samsung,750 EVO 120GB,300,92.7,20420,https://ssd.userbenchmark.com/SpeedTest/42465/Samsung-SSD-750-EVO-120GB,Samsung 750 EVO 120GB,97.18
SSD,VTR1-25SAT3-256G,OCZ,Vector 256GB,301,92.6,2095,https://ssd.userbenchmark.com/OCZ-Vector-256GB/Rating/1424,OCZ Vector 256GB,25.99
SSD,VTR180-25SAT3-480G,Toshiba,OCZ VT180 480GB,302,92.5,115,https://ssd.userbenchmark.com/SpeedTest/146334/TOSHIBA-VT180,Toshiba OCZ VT180 480GB,345.00
SSD,CT256M550SSD4,Crucial,M550 SATA M.2 256GB,303,92.5,143,https://ssd.userbenchmark.com/SpeedTest/12143/Crucial-CT256M550SSD4,Crucial M550 SATA M.2 256GB,31.99
SSD,CT512M550SSD1,Crucial,M550 512GB,304,92.5,5683,https://ssd.userbenchmark.com/SpeedTest/7172/Crucial-CT512M550SSD1,Crucial M550 512GB,72.99
SSD,CT512M550SSD4,Crucial,M550 SATA M.2 512GB,305,92.4,189,https://ssd.userbenchmark.com/SpeedTest/15375/Crucial-CT512M550SSD4,Crucial M550 SATA M.2 512GB,45.59
SSD,SSD7CS2211-480-RB,PNY,CS2211 480GB,306,92.2,2197,https://ssd.userbenchmark.com/PNY-CS2211-480GB/Rating/3630,PNY CS2211 480GB,55.00
SSD,SSD7CS2211-480-PB,PNY,CS2211 480GB,306,92.2,2197,https://ssd.userbenchmark.com/PNY-CS2211-480GB/Rating/3630,PNY CS2211 480GB,55.00
SSD,VTR180-25SAT3-960G,OCZ,Vector 180 960GB,307,92.1,344,https://ssd.userbenchmark.com/SpeedTest/30972/OCZ-VECTOR180,OCZ Vector 180 960GB,84.99
SSD,2AP98AA#ABL,HP,S700 Pro 256GB,308,92.1,1325,https://ssd.userbenchmark.com/SpeedTest/366058/HP-SSD-S700-Pro,HP S700 Pro 256GB,78.99
SSD,VTX460A-25SAT3-240G,OCZ,Vertex 460A 240GB,309,92.1,1086,https://ssd.userbenchmark.com/OCZ-Vertex-460A-240GB/Rating/3147,OCZ Vertex 460A 240GB,399.95
SSD,SDSSDXPS-240G,SanDisk,Extreme Pro 240GB,310,91.7,10862,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-240GB/Rating/2356,SanDisk Extreme Pro 240GB,199.99
SSD,SDSSDXP-480G-G25,SanDisk,Extreme II 480GB,311,91.6,1439,https://ssd.userbenchmark.com/SpeedTest/2135/SanDisk-SDSSDXP480G,SanDisk Extreme II 480GB,299.99
SSD,CT500BX100SSD1,Crucial,BX100 500GB,312,91.6,13478,https://ssd.userbenchmark.com/Crucial-BX100-500GB/Rating/3474,Crucial BX100 500GB,72.99
SSD,CT1050MX300SSD1,Crucial,MX300 1TB,313,91.4,21936,https://ssd.userbenchmark.com/Crucial-MX300-1TB/Rating/3645,Crucial MX300 1TB,89.99
SSD,MZ-7TE120BW,Samsung,840 Evo 120GB,314,91.4,104444,https://ssd.userbenchmark.com/Samsung-840-Evo-120GB/Rating/1886,Samsung 840 Evo 120GB,149.99
SSD,VTR180-25SAT3-480G,OCZ,Vector 180 480GB,315,91.1,1103,https://ssd.userbenchmark.com/OCZ-Vector-180-480GB/Rating/3508,OCZ Vector 180 480GB,84.99
SSD,VTX4-25SAT3-256G,OCZ,Vertex 4 256GB,316,90.8,12355,https://ssd.userbenchmark.com/OCZ-Vertex-4-256GB/Rating/1315,OCZ Vertex 4 256GB,399.95
